URI,prefLabel,Definition,Source
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/discus,discus,"Body with two sides that converge to define an edge that is circular in profile, edge separates definable top and bottom. L=W>H. Grades to oblate ellipsoid as edge separating sides loses definition, cone as one side becomes distinctly planar.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/dome,dome,"Steep-sided disk-like body, for example and accumulation of high viscosity lava above and around a volcanic vent. A structure in which the top of the body dips gently away in all directions e.g. salt dome, extrusion dome",this vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/dome_sheet,dome sheet,sheet in which L and W are curved arcs.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/ductolith,ductolith,"Concordant intrusion, teardrop-shaped in cross section.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/ellipsoid,ellipsoid,"Body that contains three orthogonal axes defining three surfaces of reflection symmetry, profiles along the surfaces are elliptical. Boundary can not be separated into sides (no edges). Becomes cylinder or disc when bounding surface can be considered parallel to one of the axis. L>=W>=H",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/elliptical_cylinder,elliptical cylinder,"Cylinder that has elliptical cross section, distinct side surfaces are not defined.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/elliptical_profile,elliptical profile,"Profile approximates an ellipse, ratio of long axis to short axis is greater than 1.4",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/elongate_discus,elongate discus,discus for which the profile defined by the bounding edge is longer in one direction than other. L>W>>H,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/equant_polygonal_profile,equant polygonal profile,equant profile with boundary that can be divided into distinct straight sides separated by higher curvature corners.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/equant_profile,equant profile,profile for which the ratio of length of longest chord to shortest chord is less than 1.4.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/ethmolith,ethmolith,"discordant, funnel-shaped intrusion, tapers downward",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/fan,fan,"A cone segment, generally applied to surface morphology of sedimentary deposit with a gentle surface slope, radiating from a localized sediment source.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/football_ellipsoid,football ellipsoid,Ellipsoid with L 2 to 5 times W or H,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/geologic_body,geologic body,"A 3 dimensional body defined based on geometric shape, with some geologic connotation or denotation.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/graben_shape,graben shape,an elongate body bounded on both sides by normal faults that dip toward each other,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/hemispheroid,hemispheroid,Section of a spheroid formed by removing everything on the smaller volume side of a surface that intersects the spheroid. Grades to cone as suface generator (line rotated about axis to generate volume above lower planar boundary) becomes straight.,
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/irregular_profile,irregular profile,profile does not conform to any of the regular geometries associated with other categories in the vocabulary.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/laccolith,laccolith,"A tabular or lenticular igneous body whose long dimensions parallel layering in the host rock, and which as a convex-up roof and a known or assumed flat floor",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/layer_shape,layer shape,"Body geometry characterized by generally thin character relative to the lateral extent of the body (on order of 1:100). Thin bodies of lesser extent are lenses. Connotes a non-intrusive body, equivalent intrusive body would be dike (or sill). Denotes that body is in a sequence of similar sheet-like bodies between other rock bodies",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/lens,lens,"A body bounded by converging surfaces (at least one of which is curved), thick in the middle and thinning out toward the edges, resembling a convex lens.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/lenticular_profile,lenticular profile,"profile with ratio of long axis length to short axis length greater than 5 with sides that taper to a point, shaped like the profile of an optical lense.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/longitudinal_section_of_cylinder,longitudinal section of cylinder,Body that is section of a circular or elliptical cylinder formed by a splitting the cylinder along a surface approximately parallel to its long axis. L>>W>H.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/lopolith,lopolith,"a large, concordant, typically layered igneous intrusion whose floor is convex-down and whose roof may be convex-down or flat.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/mound,mound,"Lense like body of rock, lateral extent less than 100m, generally flat at bottom, with stratigraphic pinch out of beds (onlap) along upper sides.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/pancake_ellipsoid,pancake ellipsoid,Ellipsoid with H on order of .01 of L or W,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/phacolith,phacolith,"concordant, lenticular intrusion, emplaced along a fold axis",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/pillow_ellipsoid,pillow ellipsoid,Ellipsoid with H on order of 0.1 of L or W,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/pipe,pipe,This vocabulary,
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/planar_profile,planar profile,"shape is defined by intersection of body with some surface, generally either a cross section or map view",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/planar_sheet,planar sheet,sheet in which L and W axes are straight lines,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/planar_vein,planar vein,"vein with length and width significantly greater than its thickness, giving the vein a tabular form",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/pod,pod,a small intrusion of elongate or lenticular form,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/polygonal_cylinder,polygonal cylinder,"Cylinder in which the edges bounding side surfaces are parallel or subparallel to cylinder axis. Cross section is polygon. Length of axis may be called height or thickness, and is typically in the vertical direction (distinguishing polygonal cylinder from tabular prism and wedge).",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/polygonal_profile,polygonal profile,Profile for which the ratio of length of longest chord to shortest chord is greater than 1.4.profile and a boundary that can be divided into distinct straight sides separated by higher curvature corners.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/prism,prism,"Body of material that is long in one dimension, and thins rapidly in a perpendicular direction. A long narrow wedge-shaped body that has a width to thickness ratio  greater than 5 to 1 but less than 50 to 1 (Krynine, 1948). Similar to wedge, but profile may be variable","This vocabulary, Krynine 1948"
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/ribbon,ribbon,Body that is very thin relative to width and and length. Long axis may be curved. L>(>>)W>>>H. H is typically in vertical direction.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/ring_dyke,ring dike,"an arcuate or subcircular dyke, generally associated with a volcanic centre.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/rock_body_geometry_irregular,rock body geometry irregular,Rock body geometry is irregular and can not be characterized using terminology.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/rock_body_geometry_not_specified,rock body geometry not specified,Rock body geometry is not specified. Use in normative descriptions where any morphology is allowed.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/rod,rod,"Cylinder with very long axis, generally circular or elliptical cross section (generating figure). H>>>W=L. Long axis may be in any orientation, and may be curved.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sheet,sheet,"Body that is very thin relative to lateral extent, so thin that is considered to consist of two bounding surfaces joined at an edge. Aspect ratio is L=W>>>H. The geometry of the edge joining the surfaces is not specified in the definition. If the geometry of the edge comes into play in the definition, becomes ribbon, disc or tablet(?). Includes dike, vein, sill and bed-shaped geologic units.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sheet_ellipsoid,sheet ellipsoid,Ellipsoid with one axis much smaller than others H on order of .001 of L or W,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sigmoid_sheet,sigmoid sheet,sheet with 's' curvature of L or W direction,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sigmoidal_vein,sigmoidal vein,vein curved so as to resemble the letter S in section,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sill_form,sill form,a tabular intrusive igneous body with long dimensions parallel to bedding or foliation of  sedimentary or metamorphic host rock.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/sphenolith,sphenolith,"wedge-like intrusion, partly concordant, partly discordant.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/spheroid,spheroid,"Ellipsoid with L, Wh all approximately equal",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/square_profile,square profile,polygonal profile that approximates a square,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tablet,tablet,"Polygonal cylinder with height less than length or width, disc with edges separating side into multiple segments.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tabular_prism,tabular prism,"Body defined by pairs of parallel, approximately planar surfaces separated by definable edges. Grades to ellipsoid as edges lose definition, to block as axial ratios approach 1, to polygonal cylinder as L approaches W. L>>W>H. H is in vertical direction, L is horizontal.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/tear_drop,tear drop,"Body bounded by hemispheroid on one side, cone on other, with circular symmetry around cone axis",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/three_dimensional_body,three dimensional body,any three dimensional body,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/trough,trough shape,shape of a body of sedimentary rock deposited in an elongate depression filled with sediment. large size distinguishes from channel,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/vein,vein-shape,a tabular or sheetlike epigenetic mineral filling of a fault or fracture,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitmorphology/wedge,wedge,"Body defined by translation of trangle with W >> H along a horizontal axis. A polygonal cylinder with wedge-like triangular generating surface and horizontal axis. Body changes thickness (H) in W direction, approaching 0 thickness on one side. L>>W>H.",This vocabulary
http://resource.geosciml.org/classifierscheme/cgi/201202/geologicunitmorphology,CGI Geologic Unit Morphology Term Vocabulary,"This file contains the CGI Geologic Unit Morphology vocabulary. Use to specify the geometry or form of a GeologicUnit. Examples include: dike, cone, fan, sheet, etc. Morphology is independent of the substance (EarthMaterial) that composes the GeologicUnit.",
